oid;category
3887;4-Hokej-MS 2015
3887;4-Hokej-void
3888;4-Hokej-MS 2015
3888;4-Hokej-void
3889;4-Hokej-MS 2015
3889;4-Hokej-void
3890;7-?eská republika-Krkonoše
3890;7-?eská republika-void
108;2-Švýcarsko-void
3891;4-Hokej-MS 2015
3891;4-Hokej-void
3892;4-Hokej-MS 2015
3892;4-Hokej-void
3893;4-Hokej-MS 2015
3893;4-Hokej-void
3894;4-Hokej-MS 2015
3894;4-Hokej-void
3895;4-Hokej-MS 2015
3895;4-Hokej-void
3896;4-Hokej-MS 2015
3896;4-Hokej-void
3897;4-Hokej-MS 2015
3897;4-Hokej-void
105;2-Norsko-void
3898;7-?eská republika-Krkonoše
3898;7-?eská republika-void
3899;7-?eská republika-Krkonoše
3899;7-?eská republika-void
1352;2-Itálie-void
3900;4-Tenis-Monaco
3900;4-Tenis-void
3902;4-Tenis-Monaco
3902;4-Tenis-void
3904;4-Tenis-Monaco
3904;4-Tenis-void
3905;3-?eská republika-Jáchymov
3905;3-?eská republika-void
1786;3-Slovensko-Velký Meder
1786;3-Slovensko-void
95;2-Špan?lsko-void
3907;7-Slovensko-Vysoké Tatry
3907;7-Slovensko-void
3908;7-Slovensko-Liptovský Mikuláš
3908;7-Slovensko-Nízké Tatry
3908;7-Slovensko-void
3909;4-Hokej-NHL s pr?vodcem
3909;4-Hokej-void
68;2-Itálie-void
68;2-Švýcarsko-void
80;2-Slovinsko-void
90;2-Bosna a Hercegovina-Balkán
90;2-Bosna a Hercegovina-void
90;2-Chorvatsko-Balkán
90;2-Chorvatsko-void
1991;2-Dánsko-void
1991;2-Švédsko-void
133;2-Irsko-void
983;2-?eská republika-void
3910;4-Dostihy-void
46;3-Slovensko-Podhájska
46;3-Slovensko-void
3911;8-Spojené Arabské Emiráty-void
1007;3-Slovensko-Velký Meder
1007;3-Slovensko-void
1456;3-Slovensko-Velký Meder
1456;3-Slovensko-void
3912;3-Slovensko-Velký Meder
3912;3-Slovensko-void
1507;4-Formule 1-?ína
1507;4-Formule 1-void
1081;4-Formule 1-Kanada
1081;4-Formule 1-void
864;4-Austrálie-Austrálie
864;4-Austrálie-void
864;4-Formule 1-Austrálie
864;4-Formule 1-void
3913;4-Formule 1-Špan?lsko
3913;4-Formule 1-void
3913;4-Špan?lsko-Špan?lsko
3913;4-Špan?lsko-void
348;4-Belgie-Belgie
348;4-Belgie-void
348;4-Formule 1-Belgie
348;4-Formule 1-void
2104;4-Formule 1-Monako
2104;4-Formule 1-void
3357;1-Špan?lsko-Costa Brava
3357;1-Špan?lsko-void
3915;4-Rugby-void
3916;4-Rugby-void
3917;4-Rugby-void
3918;4-Rugby-void
3919;4-Rugby-void
3920;4-Rugby-void
3921;4-Rugby-void
3922;4-Rugby-void
410;4-Hokej-NHL
410;4-Hokej-void
410;4-USA-NHL
410;4-USA-void
3923;3-?eská republika-Jáchymov
3923;3-?eská republika-void
3923;3-?eská republika, víkendové pobyty-Jáchymov
3923;3-?eská republika, víkendové pobyty-void
3924;8-Mexiko-Mayská riviéra
3924;8-Mexiko-void
3925;3-Slovensko-Pieš?any
3925;3-Slovensko-void
424;4-Hokej-NHL
424;4-Hokej-void
424;4-USA-NHL
424;4-USA-void
981;4-Hokej-NHL
981;4-Hokej-void
430;4-Hokej-NHL
430;4-Hokej-void
430;4-USA-NHL
430;4-USA-void
426;4-Hokej-NHL
426;4-Hokej-void
426;4-USA-NHL
426;4-USA-void
427;4-Hokej-NHL
427;4-Hokej-void
3926;4-Hokej-NHL
3926;4-Hokej-void
3927;4-Hokej-NHL
3927;4-Hokej-void
3928;4-Hokej-NHL
3928;4-Hokej-void
3929;4-Hokej-NHL
3929;4-Hokej-void
3930;4-Hokej-NHL
3930;4-Hokej-void
3931;4-Hokej-NHL
3931;4-Hokej-void
3932;4-Hokej-NHL
3932;4-Hokej-void
3933;4-Hokej-NHL
3933;4-Hokej-void
3934;4-Hokej-NHL
3934;4-Hokej-void
3935;4-Tenis-Monaco
3935;4-Tenis-void
3351;1-Chorvatsko-Severní Dalmácie
3351;1-Chorvatsko-void
1420;1-Chorvatsko-Makarská riviéra
1420;1-Chorvatsko-void
136;1-Špan?lsko-Costa Brava
136;1-Špan?lsko-void
1435;1-Špan?lsko-Costa Brava
1435;1-Špan?lsko-void
3936;3-Slovensko-Nový Smokovec
3936;3-Slovensko-void
1436;1-Špan?lsko-Costa Brava
1436;1-Špan?lsko-void
3937;3-?eská republika-Karlovy Vary
3937;3-?eská republika-void
3937;3-?eská republika, víkendové pobyty-Karlovy Vary
3937;3-?eská republika, víkendové pobyty-void
143;1-Špan?lsko-Costa del Azahar
143;1-Špan?lsko-void
1899;4-Dostihy-Spojené Arabské Emiráty
1899;4-Dostihy-void
2096;4-Dostihy-Spojené Arabské Emiráty
2096;4-Dostihy-void
3686;2-N?mecko-void
109;2-Švýcarsko-void
1473;5-Rakousko-Zell am See
1473;5-Rakousko-void
992;2-Itálie-void
1310;2-Anglie-void
2980;2-Skotsko-void
719;2-Anglie-void
719;2-Francie-void
3939;3-Slovensko-Skelné Teplice
3939;3-Slovensko-void
963;7-?eská republika-Bílé Karpaty
963;7-?eská republika-void
173;1-Chorvatsko-Makarská riviéra
173;1-Chorvatsko-void
3349;1-Chorvatsko-St?ední Dalmácie
3349;1-Chorvatsko-void
3312;1-Chorvatsko-Jižní Dalmácie
3312;1-Chorvatsko-void
2672;1-Chorvatsko-Severní Dalmácie
2672;1-Chorvatsko-void
445;1-Chorvatsko-Makarská riviéra
445;1-Chorvatsko-void
1441;8-Spojené Arabské Emiráty-void
2615;2-Itálie-void
2425;2-Brazílie-void
1977;2-N?mecko-void
3940;8-Mexiko-Mayská riviéra
3940;8-Mexiko-void
537;4-Moto GP-Špan?lsko
537;4-Moto GP-void
537;4-Špan?lsko-Špan?lsko
537;4-Špan?lsko-void
1378;2-Itálie-void
1984;2-Itálie-void
114;2-Itálie-void
1043;1-Chorvatsko-St?ední Dalmácie
1043;1-Chorvatsko-void
3942;3-Slovensko-Slia?
3942;3-Slovensko-void
3943;3-Slovensko-Slia?
3943;3-Slovensko-void
2045;1-Chorvatsko-Jižní Dalmácie
2045;1-Chorvatsko-void
1422;1-Itálie-Adriatická riviéra
1422;1-Itálie-Rimini
1422;1-Itálie-void
3944;3-Slovensko-Skelné Teplice
3944;3-Slovensko-void
1510;4-Tenis-?ím
1510;4-Tenis-void
145;1-Itálie-Adriatická riviéra
145;1-Itálie-Rimini
145;1-Itálie-void
3945;4-Tenis-?ím
3945;4-Tenis-void
2694;1-Špan?lsko-Costa Brava
2694;1-Špan?lsko-void
3946;4-Tenis-?ím
3946;4-Tenis-void
669;1-Chorvatsko-St?ední Dalmácie
669;1-Chorvatsko-void
2336;1-Špan?lsko-Costa Brava
2336;1-Špan?lsko-void
2074;1-Itálie-Adriatická riviéra
2074;1-Itálie-void
3018;1-Špan?lsko-Costa Brava
3018;1-Špan?lsko-void
3947;4-Tenis-?ím
3947;4-Tenis-void
3948;4-Tenis-?ím
3948;4-Tenis-void
3951;4-Tenis-Monaco
3951;4-Tenis-void
3952;2-Rakousko-void
3953;2-Švýcarsko-void
3955;1-?eská republika-Západní ?echy
3955;1-?eská republika-void
89;2-Itálie-void
3956;3-Slovensko-Rajecké Teplice
3956;3-Slovensko-void
69;2-Itálie-void
3957;2-Itálie-void
3958;4-Rugby-void
3959;4-Rugby-void
3960;3-Slovensko-Skelné Teplice
3960;3-Slovensko-void
3961;2-Spojené Arabské Emiráty-void
70;2-Francie-void
8;2-Francie-void
73;2-Francie-void
74;2-Francie-void
398;2-Albánie-void
106;2-Polsko-void
1988;2-Francie-void
3962;2-Francie-void
127;2-Norsko-void
96;2-Portugalsko-void
96;2-Špan?lsko-void
2613;2-Špan?lsko-void
3965;3-?eská republika-Karlova Studánka
3965;3-?eská republika-void
3966;2-Portugalsko-void
3967;3-?eská republika-Karlova Studánka
3967;3-?eská republika-void
1891;7-Slovensko-Vysoké Tatry
1891;7-Slovensko-void
1896;7-Slovensko-Vysoké Tatry
1896;7-Slovensko-void
1836;7-?eská republika-Šumava
1836;7-?eská republika-void
3440;7-Slovensko-Nízké Tatry
3440;7-Slovensko-void
3441;7-Slovensko-Nízké Tatry
3441;7-Slovensko-void
3443;7-Slovensko-Nízké Tatry
3443;7-Slovensko-void
3681;7-Slovensko-Vysoké Tatry
3681;7-Slovensko-void
3968;3-?eská republika-Karlova Studánka
3968;3-?eská republika-void
1920;2-Rusko-void
3273;2-Rusko-void
3970;2-Spojené Arabské Emiráty-void
3971;3-?eská republika-Slatinice
3971;3-?eská republika-void
3972;3-?eská republika-Slatinice
3972;3-?eská republika-void
3973;3-?eská republika-Karlova Studánka
3973;3-?eská republika-void
3973;3-?eská republika, víkendové pobyty-Karlova Studánka
3973;3-?eská republika, víkendové pobyty-void
3974;3-?eská republika-Karlova Studánka
3974;3-?eská republika-void
3974;3-?eská republika, víkendové pobyty-Karlova Studánka
3974;3-?eská republika, víkendové pobyty-void
1995;2-Srí Lanka-void
1996;2-Srí Lanka-void
3270;2-Bulharsko-void
3270;2-Rumunsko-void
3975;7-Slovensko-Vysoké Tatry
3975;7-Slovensko-void
3976;7-Slovensko-Nízké Tatry
3976;7-Slovensko-void
3271;2-Rumunsko-void
3271;2-Ukrajina-void
303;4-?eská republika-Brno
303;4-?eská republika-void
303;4-Moto GP-Brno
303;4-Moto GP-void
1964;7-Slovensko-Nízké Tatry
1964;7-Slovensko-void
3977;7-Slovensko-Nízké Tatry
3977;7-Slovensko-void
3978;2-Mauritius-void
3978;2-Reunion-void
3979;3-Slovensko-Dudince
3979;3-Slovensko-void
169;1-Chorvatsko-Baška Voda
169;1-Chorvatsko-Makarská riviéra
169;1-Chorvatsko-void
1074;1-Chorvatsko-Severní Dalmácie
1074;1-Chorvatsko-void
157;1-Chorvatsko-Severní Dalmácie
157;1-Chorvatsko-Sv. Filip i Jakov
157;1-Chorvatsko-void
1957;3-Slovensko-Dunajská Streda
1957;3-Slovensko-void
2468;3-?eská republika-T?ebo?
2468;3-?eská republika-void
3672;4-Moto GP-Špan?lsko
3672;4-Moto GP-void
3672;4-Špan?lsko-Špan?lsko
3672;4-Špan?lsko-void
160;1-Chorvatsko-Biograd na moru
160;1-Chorvatsko-Severní Dalmácie
160;1-Chorvatsko-void
3350;1-Chorvatsko-St?ední Dalmácie
3350;1-Chorvatsko-void
3980;7-Slovensko-Nízké Tatry
3980;7-Slovensko-void
3981;7-Slovensko-Nízké Tatry
3981;7-Slovensko-void
434;1-Itálie-Adriatická riviéra
434;1-Itálie-Cattolica
434;1-Itálie-void
2044;1-Itálie-Adriatická riviéra
2044;1-Itálie-Cattolica
2044;1-Itálie-void
167;1-Chorvatsko-Makarská riviéra
167;1-Chorvatsko-void
141;1-Špan?lsko-Costa Dorada
141;1-Špan?lsko-void
3983;3-Slovensko-Rajecké Teplice
3983;3-Slovensko-void
2682;4-Tenis-Dubai
2682;4-Tenis-void
2000;3-Slovensko-Patince
2000;3-Slovensko-void
3984;4-Rugby-void
3985;3-Slovensko-Patince
3985;3-Slovensko-void
3986;4-Rugby-void
3987;4-Rugby-void
140;1-Špan?lsko-Costa Dorada
140;1-Špan?lsko-void
2669;1-Chorvatsko-Severní Dalmácie
2669;1-Chorvatsko-void
670;1-Itálie-Adriatická riviéra
670;1-Itálie-Rimini
670;1-Itálie-void
3988;3-?eská republika-Pod?brady
3988;3-?eská republika-void
3989;2-Itálie-void
3990;3-?eská republika-Pod?brady
3990;3-?eská republika-void
2219;3-?eská republika-Pod?brady
2219;3-?eská republika-void
3991;3-?eská republika-Lázn? Bohdane?
3991;3-?eská republika-void
3993;3-?eská republika-Lázn? Bohdane?
3993;3-?eská republika-void
1423;1-Špan?lsko-Costa Dorada
1423;1-Špan?lsko-void
2043;1-Itálie-Adriatická riviéra
2043;1-Itálie-Rimini
2043;1-Itálie-void
681;1-Chorvatsko-Makarská riviéra
681;1-Chorvatsko-void
156;1-Chorvatsko-Severní Dalmácie
156;1-Chorvatsko-Sv. Filip i Jakov
156;1-Chorvatsko-void
3994;3-?eská republika-Janské lázn?
3994;3-?eská republika-void
3995;3-?eská republika-Karlovy Vary
3995;3-?eská republika-void
3996;3-Slovensko-Dudince
3996;3-Slovensko-void
162;1-Chorvatsko-Primošten
162;1-Chorvatsko-Severní Dalmácie
162;1-Chorvatsko-void
3997;3-?eská republika-Jáchymov
3997;3-?eská republika-void
3997;3-?eská republika, víkendové pobyty-Jáchymov
3997;3-?eská republika, víkendové pobyty-void
4000;3-?eská republika-Jáchymov
4000;3-?eská republika-void
4000;3-?eská republika, víkendové pobyty-Jáchymov
4000;3-?eská republika, víkendové pobyty-void
4001;5-Itálie-void
4002;3-Slovensko-Pieš?any
4002;3-Slovensko-void
684;4-Francie-Francie
684;4-Francie-void
684;4-Moto GP-Francie
684;4-Moto GP-void
4003;4-Moto GP-Katar
4003;4-Moto GP-void
521;4-Moto GP-N?mecko
521;4-Moto GP-void
521;4-N?mecko-N?mecko
521;4-N?mecko-void
3712;4-Moto GP-USA
3712;4-Moto GP-void
4004;3-?eská republika-Mariánské Lázn?
4004;3-?eská republika-void
4004;3-?eská republika, víkendové pobyty-Mariánské Lázn?
4004;3-?eská republika, víkendové pobyty-void
2023;7-?eská republika-Krkonoše
2023;7-?eská republika-void
3274;7-?eská republika-Krkonoše
3274;7-?eská republika-void
168;1-Chorvatsko-Makarská riviéra
168;1-Chorvatsko-void
4005;3-Slovensko-Dudince
4005;3-Slovensko-void
161;1-Chorvatsko-Severní Dalmácie
161;1-Chorvatsko-void
4006;4-Moto GP-USA
4006;4-Moto GP-void
1245;4-Moto GP-Japonsko
1245;4-Moto GP-void
1150;4-Moto GP-Malajsie
1150;4-Moto GP-void
144;1-Itálie-Alba Adriatica
144;1-Itálie-void
4007;4-Moto GP-Austrálie
4007;4-Moto GP-void
202;1-Chorvatsko-Makarská riviéra
202;1-Chorvatsko-void
1551;4-Tenis-French Open
1551;4-Tenis-void
3288;3-Slovensko-Dudince
3288;3-Slovensko-void
3292;3-Slovensko-Dudince
3292;3-Slovensko-void
3294;3-Slovensko-Dudince
3294;3-Slovensko-void
2698;3-?eská republika-Luha?ovice
2698;3-?eská republika-void
3485;3-?eská republika-Luha?ovice
3485;3-?eská republika-void
4008;1-Itálie-Adriatická riviéra
4008;1-Itálie-void
4009;1-Špan?lsko-Costa Brava
4009;1-Špan?lsko-void
4010;1-Chorvatsko-St?ední Dalmácie
4010;1-Chorvatsko-void
524;4-Holandsko-Holandsko
524;4-Holandsko-void
524;4-Moto GP-Holandsko
524;4-Moto GP-void
4011;1-Chorvatsko-Makarská riviéra
4011;1-Chorvatsko-void
4012;3-Slovensko-Dudince
4012;3-Slovensko-void
4013;3-Slovensko-Dudince
4013;3-Slovensko-void
532;4-Itálie-Itálie
532;4-Itálie-San Marino
532;4-Itálie-void
532;4-Moto GP-Itálie
532;4-Moto GP-San Marino
532;4-Moto GP-void
3119;3-Slovensko-Tren?ianské Teplice
3119;3-Slovensko-void
2885;3-Slovensko-Pieš?any
2885;3-Slovensko-void
4014;1-Chorvatsko-Makarská riviéra
4014;1-Chorvatsko-void
4015;1-Chorvatsko-Makarská riviéra
4015;1-Chorvatsko-void
2317;3-Slovensko-Štúrovo
2317;3-Slovensko-void
4016;3-?eská republika-Luha?ovice
4016;3-?eská republika-void
865;4-Formule 1-Malajsie
865;4-Formule 1-void
865;4-Malajsie-Malajsie
865;4-Malajsie-void
854;4-Formule 1-Singapur
854;4-Formule 1-void
854;4-Singapur-Singapur
854;4-Singapur-void
857;4-Formule 1-Japonsko
857;4-Formule 1-void
857;4-Japonsko-Japonsko
857;4-Japonsko-void
1023;4-Formule 1-Bahrain
1023;4-Formule 1-void
4019;3-Slovensko-Dudince
4019;3-Slovensko-void
2951;3-Autokarem do termál?-Podhájska
2951;3-Autokarem do termál?-Slovensko - Podhájska
2951;3-Autokarem do termál?-void
2951;3-Slovensko-Podhájska
2951;3-Slovensko-Slovensko - Podhájska
2951;3-Slovensko-void
178;1-Chorvatsko-Ostrov Hvar
178;1-Chorvatsko-Vrboska - ostrov Hvar
178;1-Chorvatsko-void
4020;1-Chorvatsko-Makarská riviéra
4020;1-Chorvatsko-void
2198;4-Tenis-French Open
2198;4-Tenis-void
4021;1-Špan?lsko-Costa Dorada
4021;1-Špan?lsko-void
4022;1-Chorvatsko-St?ední Dalmácie
4022;1-Chorvatsko-void
4023;3-Slovensko-Kúpele Lú?ky
4023;3-Slovensko-void
4025;4-Tenis-French Open
4025;4-Tenis-void
4027;3-Slovensko-Nový Smokovec
4027;3-Slovensko-void
4028;4-Fotbal-Bundesliga
4028;4-Fotbal-void
4028;4-N?mecko-Bundesliga
4028;4-N?mecko-void
4029;4-Hokej-MS 2015
4029;4-Hokej-void
1642;3-Slovensko-Velký Meder
1642;3-Slovensko-void
4037;3-Slovensko-Velký Meder
4037;3-Slovensko-void
4038;3-?eská republika-Teplice nad Be?vou
4038;3-?eská republika-void
1090;3-?eská republika-Mariánské Lázn?
1090;3-?eská republika-void
1090;3-?eská republika, víkendové pobyty-Mariánské Lázn?
1090;3-?eská republika, víkendové pobyty-void
1454;3-?eská republika-Libverda
1454;3-?eská republika-void
1454;3-?eská republika, víkendové pobyty-Libverda
1454;3-?eská republika, víkendové pobyty-void
3338;3-?eská republika-Libverda
3338;3-?eská republika-void
3339;3-?eská republika-Libverda
3339;3-?eská republika-void
2138;3-?eská republika-Libverda
2138;3-?eská republika-void
4039;3-?eská republika-Pod?brady
4039;3-?eská republika-void
158;1-Chorvatsko-Biograd na moru
158;1-Chorvatsko-Severní Dalmácie
158;1-Chorvatsko-void
4040;3-?eská republika-Lázn? Mšené
4040;3-?eská republika-void
2056;1-Chorvatsko-Makarská riviéra
2056;1-Chorvatsko-void
4041;4-Austrálie-Austrálie
4041;4-Austrálie-void
4041;4-Formule 1-Austrálie
4041;4-Formule 1-void
3914;4-Formule 1-Monako
3914;4-Formule 1-void
3914;4-Itálie-Monako
3914;4-Itálie-void
4043;3-Slovensko-Pieš?any
4043;3-Slovensko-void
4044;4-Lyžování-void
4045;4-Lyžování-void
4046;4-Lyžování-void
4047;4-Lyžování-void
4048;4-Lyžování-void
1798;4-Fotbal-Liga mistr?
1798;4-Fotbal-void
4050;4-Fotbal-Liga mistr?
4050;4-Fotbal-void
4050;4-Francie-Liga mistr?
4050;4-Francie-void
4051;3-Slovensko-Beše?ová
4051;3-Slovensko-void
2499;3-?eská republika-Luha?ovice
2499;3-?eská republika-void
579;4-Anglie-Evropská liga
579;4-Anglie-void
579;4-Fotbal-Evropská liga
579;4-Fotbal-void
4052;4-Anglie-Evropská liga
4052;4-Anglie-void
4052;4-Fotbal-Evropská liga
4052;4-Fotbal-void
4053;6-?eská republika-void
4054;4-Formule 1-Malajsie
4054;4-Formule 1-void
2604;3-Slovensko-Dudince
2604;3-Slovensko-void
333;3-Slovensko-Štúrovo
333;3-Slovensko-void
1062;3-Slovensko-Štúrovo
1062;3-Slovensko-void
4057;4-Fotbal-Reprezentace ?R
4057;4-Fotbal-void
4057;4-Lotyšsko-Reprezentace ?R
4057;4-Lotyšsko-void
4058;4-Fotbal-Reprezentace ?R
4058;4-Fotbal-void
4058;4-Lotyšsko-Reprezentace ?R
4058;4-Lotyšsko-void
2707;6-N?mecko-void
4059;4-Atletika-void
4056;4-Formule 1-Velká Británie
4056;4-Formule 1-void
945;2-USA-void
4060;4-Atletika-void
4065;4-Hokej-NHL
4065;4-Hokej-void
4066;4-Lyžování-void
4066;4-Slovinsko-void
4067;3-Slovensko-Patince
4067;3-Slovensko-void
4070;3-?eská republika-Konstantinovy Lázn?
4070;3-?eská republika-void
4070;3-?eská republika, víkendové pobyty-Konstantinovy Lázn?
4070;3-?eská republika, víkendové pobyty-void
4071;3-?eská republika-Konstantinovy Lázn?
4071;3-?eská republika-void
4073;3-?eská republika-Karlovy Vary
4073;3-?eská republika-void
4074;1-?eská republika-Ž?árské Vrchy
4074;1-?eská republika-void
4075;7-?eská republika-Krušné hory
4075;7-?eská republika-void
2231;3-Slovensko-Štúrovo
2231;3-Slovensko-void
4076;3-?eská republika-Luha?ovice
4076;3-?eská republika-void
3638;3-Slovensko-Štúrovo
3638;3-Slovensko-void
2733;1-?eská republika-Jižní Morava
2733;1-?eská republika-void
756;3-Slovensko-Štúrovo
756;3-Slovensko-void
4078;3-Slovensko-Štúrovo
4078;3-Slovensko-void
195;7-?eská republika-Jižní ?echy
195;7-?eská republika-Šumava
195;7-?eská republika-void
1465;7-?eská republika-Šumava
1465;7-?eská republika-void
3578;1-?eská republika-Jižní ?echy
3578;1-?eská republika-void
3497;3-Slovensko-Nízké Tatry
3497;3-Slovensko-void
2744;3-?eská republika-Teplice nad Be?vou
2744;3-?eská republika-void
2798;1-Slovensko-Jižní Slovensko
2798;1-Slovensko-void
3505;3-?eská republika-Libverda
3505;3-?eská republika-void
3505;3-?eská republika, víkendové pobyty-Libverda
3505;3-?eská republika, víkendové pobyty-void
4080;3-Slovensko-Velký Meder
4080;3-Slovensko-void
4081;3-Slovensko-Velký Meder
4081;3-Slovensko-void
2790;3-?eská republika-Luha?ovice
2790;3-?eská republika-void
4083;7-Slovensko-Vysoké Tatry
4083;7-Slovensko-void
1054;1-Slovensko-Jižní Slovensko
1054;1-Slovensko-void
27;7-Slovensko-Vysoké Tatry
27;7-Slovensko-void
2837;3-Slovensko-Kúpele Lú?ky
2837;3-Slovensko-void
688;1-?eská republika-Lipno
688;1-?eská republika-void
3165;3-?eská republika-Františkovy Lázn?
3165;3-?eská republika-void
3167;3-?eská republika-Františkovy Lázn?
3167;3-?eská republika-void
3168;3-?eská republika-Františkovy Lázn?
3168;3-?eská republika-void
458;7-?eská republika-Bílé Karpaty
458;7-?eská republika-void
3394;1-Slovensko-Jižní Slovensko
3394;1-Slovensko-void
781;7-?eská republika-Bílé Karpaty
781;7-?eská republika-void
4084;2-Lotyšsko-void
4085;3-?eská republika-Františkovy Lázn?
4085;3-?eská republika-void
4087;3-Slovensko-Nový Smokovec
4087;3-Slovensko-void
4088;3-Slovensko-Nový Smokovec
4088;3-Slovensko-void
4086;2-Lotyšsko-void
4089;3-?eská republika-void
1446;4-Formule 1-Brazílie
1446;4-Formule 1-void
3535;7-Slovensko-Vysoké Tatry
3535;7-Slovensko-void
4092;4-Moto GP-Itálie
4092;4-Moto GP-void
4093;7-Slovensko-Vysoké Tatry
4093;7-Slovensko-void
292;3-Slovensko-Patince
292;3-Slovensko-void
4094;3-Slovensko-Patince
4094;3-Slovensko-void
685;4-Moto GP-Špan?lsko
685;4-Moto GP-void
685;4-Špan?lsko-Špan?lsko
685;4-Špan?lsko-void
674;4-Formule 1-Itálie
674;4-Formule 1-void
674;4-Itálie-Itálie
674;4-Itálie-void
4097;3-?eská republika-Mariánské Lázn?
4097;3-?eská republika-void
4097;3-?eská republika, víkendové pobyty-Mariánské Lázn?
4097;3-?eská republika, víkendové pobyty-void
4095;3-?eská republika-Karlovy Vary
4095;3-?eská republika-void
4098;3-Slovensko-Pieš?any
4098;3-Slovensko-void
4102;3-Slovensko-Pieš?any
4102;3-Slovensko-void
4103;3-?eská republika-Karlovy Vary
4103;3-?eská republika-void
4104;3-?eská republika-Karlovy Vary
4104;3-?eská republika-void
4105;3-?eská republika-Karlovy Vary
4105;3-?eská republika-void
2849;4-Lyžování-void
2849;4-Slovinsko-void
941;2-?ína-void
4106;2-Brazílie-void
2331;6-N?mecko-void
4082;1-Chorvatsko-Makarská riviéra
4082;1-Chorvatsko-void
4108;6-N?mecko-void
2105;2-Francie-void
2741;2-Špan?lsko-void
2743;2-Itálie-void
2742;2-Itálie-void
4109;3-Slovensko-Rajecké Teplice
4109;3-Slovensko-void
4110;4-Tenis-Dubai
4110;4-Tenis-void
1299;3-Slovensko-Skelné Teplice
1299;3-Slovensko-void
2915;7-Slovensko-Vysoké Tatry
2915;7-Slovensko-void
4111;3-?eská republika-Františkovy Lázn?
4111;3-?eská republika-void
4114;3-?eská republika-Františkovy Lázn?
4114;3-?eská republika-void
4115;3-?eská republika-Františkovy Lázn?
4115;3-?eská republika-void
4116;3-?eská republika-Františkovy Lázn?
4116;3-?eská republika-void
4117;3-?eská republika-Františkovy Lázn?
4117;3-?eská republika-void
2841;3-?eská republika-Janské lázn?
2841;3-?eská republika-void
2841;3-?eská republika, víkendové pobyty-Janské lázn?
2841;3-?eská republika, víkendové pobyty-void
382;4-Formule 1-Ma?arsko
382;4-Formule 1-void
382;4-Ma?arsko-Ma?arsko
382;4-Ma?arsko-void
4120;2-Itálie-void
4121;4-Tenis-Monaco
4121;4-Tenis-void
4124;3-Ma?arsko-Hevíz
4124;3-Ma?arsko-void
4125;6-Rakousko-void
4126;6-?eská republika-void
4128;3-?eská republika-Slatinice
4128;3-?eská republika-void
4130;3-?eská republika-Slatinice
4130;3-?eská republika-void
4129;6-?eská republika-void
4132;4-Formule 1-Rakousko
4132;4-Formule 1-void
4133;6-?eská republika-void
4134;6-N?mecko-void
16;3-Ma?arsko-Hajduszóboszlo
16;3-Ma?arsko-void
4138;3-Ma?arsko-Hajduszóboszlo
4138;3-Ma?arsko-void
2821;2-Špan?lsko-void
2820;2-Francie-void
2849;4-Lyžování-void
2822;2-Itálie-void
2823;2-Itálie-void
531;1-Špan?lsko-Costa Brava
531;1-Špan?lsko-void
2695;1-Špan?lsko-Costa Brava
2695;1-Špan?lsko-void
3356;1-Špan?lsko-Costa Brava
3356;1-Špan?lsko-void
2693;1-Špan?lsko-Costa Brava
2693;1-Špan?lsko-void
4119;6-Rakousko-void
1409;2-Island-void
4139;1-Špan?lsko-Costa Brava
4139;1-Špan?lsko-void
683;4-Itálie-Itálie
683;4-Itálie-void
683;4-Moto GP-Itálie
683;4-Moto GP-void
3781;3-Slovensko-Tren?ianské Teplice
3781;3-Slovensko-void
4140;3-Slovensko-Tren?ianské Teplice
4140;3-Slovensko-void
4141;3-Slovensko-Tren?ianské Teplice
4141;3-Slovensko-void
4142;7-Slovensko-Liptovský Mikuláš
4142;7-Slovensko-Nízké Tatry
4142;7-Slovensko-void
2234;3-Slovensko-Rajecké Teplice
2234;3-Slovensko-void
2950;6-N?mecko-void
4143;3-Slovensko-Dunajská Streda
4143;3-Slovensko-void
4144;4-Chorvatsko-Red Bull Air Race
4144;4-Chorvatsko-void
4144;4-Letectví-Red Bull Air Race
4144;4-Letectví-void
4146;3-Slovensko-Rajecké Teplice
4146;3-Slovensko-void
4148;3-Slovensko-Rajecké Teplice
4148;3-Slovensko-void
1073;6-N?mecko-void
4149;3-Slovensko-Slia?
4149;3-Slovensko-void
4150;1-?eská republika-Praha
4150;1-?eská republika-void
4151;1-?eská republika-Praha
4151;1-?eská republika-void
2962;4-Dostihy-void
3594;3-?eská republika-Janské lázn?
3594;3-?eská republika-void
2848;3-Slovensko-Pieš?any
2848;3-Slovensko-void
2861;3-?eská republika-Luha?ovice
2861;3-?eská republika-void
3477;3-?eská republika-Luha?ovice
3477;3-?eská republika-void
3483;3-?eská republika-Pod?brady
3483;3-?eská republika-void
2239;3-Slovensko-Nový Smokovec
2239;3-Slovensko-void
4153;3-Slovensko-Pieš?any
4153;3-Slovensko-void
4158;3-Slovensko-Slia?
4158;3-Slovensko-void
1252;4-Formule 1-Singapur
1252;4-Formule 1-void
4161;3-Slovensko-Beše?ová
4161;3-Slovensko-void
4162;4-Hokej-NHL
4162;4-Hokej-void
4163;4-Hokej-NHL
4163;4-Hokej-void
4164;4-Hokej-NHL
4164;4-Hokej-void
4165;4-Hokej-NHL
4165;4-Hokej-void
4166;4-Hokej-NHL
4166;4-Hokej-void
4167;1-?eská republika-Praha
4167;1-?eská republika-void
4168;1-?eská republika-Praha
